brand,laptop_type,cpu,ram_gb,storage_gb,storage_type,gpu,screen_size_in,resolution,touchscreen,weight_kg,os,price_usd
Asus,Notebook,Intel Core i5 7200U,4,256.0,SSD,Intel,15.6,1920x1080,0,2.0,Linux,425.48
Lenovo,Notebook,AMD A6-Series 9220,8,1024.0,HDD,AMD,17.3,1600x900,0,2.8,Windows 10,395.03
Dell,Notebook,Intel Core i5 8250U,4,256.0,SSD,AMD,15.6,1920x1080,0,2.2,Windows 10,570.1
Lenovo,Ultrabook,Intel Core i5 7200U,8,256.0,SSD,Intel,12.5,1920x1080,0,1.36,Windows 10,1087.67
Lenovo,Notebook,Intel Pentium Quad Core N4200,4,128.0,SSD,Intel,15.6,1920x1080,0,2.2,Windows 10,265.64
HP,Gaming,Intel Core i7 7700HQ,8,128.0,SSD,Nvidia,15.6,1920x1080,0,2.2,Windows 10,836.5
Dell,Notebook,Intel Core i5 7440HQ,8,256.0,SSD,Nvidia,14.0,1920x1080,0,1.64,Windows 10,897.39
Acer,Notebook,Intel Core i5 7200U,4,500.0,HDD,Intel,15.6,1366x768,0,2.4,Linux,336.27
Dell,Workstation,Intel Xeon E3-1505M V6,8,64.0,SSD,Nvidia,15.6,1920x1080,0,2.23,Windows 10,1516.96
MSI,Gaming,Intel Core i5 7300HQ,8,256.0,SSD,Nvidia,15.6,1920x1080,0,2.2,Windows 10,782.26
Microsoft,Ultrabook,Intel Core i7 7660U,16,512.0,SSD,Intel,13.5,2256x1504,1,1.25,Windows 10 S,1970.6
HP,Notebook,Intel Core i5 7200U,8,128.0,SSD,Intel,15.6,1366x768,0,1.91,Windows 10,448.31
Dell,Workstation,Intel Core i7 6820HQ,16,256.0,SSD,Nvidia,15.6,1920x1080,0,2.17,Windows 10,1503.26
HP,Workstation,Intel Core i7 7820HQ,8,512.0,SSD,Intel,15.6,1920x1080,0,2.31,Windows 10,1167.59
Lenovo,Notebook,Intel Core i5 7200U,8,256.0,SSD,Intel,14.0,1920x1080,0,1.65,Windows 10,1023.74
Dell,Notebook,Intel Core i7 8550U,8,128.0,SSD,AMD,15.6,1920x1080,0,2.36,Windows 10,745.16
Dell,2 in 1 Convertible,Intel Pentium Quad Core N3710,4,500.0,HDD,Intel,11.6,1366x768,1,1.47,Windows 10,364.59
Dell,Notebook,Intel Core i7 7700HQ,8,1024.0,HDD,Nvidia,17.3,1920x1080,0,4.42,Windows 10,1557.3
Microsoft,Ultrabook,Intel Core M m3-7Y30,4,128.0,SSD,Intel,13.5,2256x1504,1,1.252,Windows 10 S,752.77
Microsoft,Ultrabook,Intel Core i7 7660U,8,256.0,SSD,Intel,13.5,2256x1504,1,1.25,Windows 10 S,1369.3
HP,Notebook,Intel Core i3 6006U,8,256.0,SSD,Intel,17.3,1600x900,0,2.5,Windows 10,487.06
Acer,Notebook,Intel Core i3 6006U,4,1024.0,HDD,Nvidia,15.6,1920x1080,0,2.23,Windows 10,414.06
Acer,Netbook,Intel Celeron Dual Core N3060,4,128.0,SSD,Intel,11.6,1366x768,0,1.4,Windows 10,331.1
Asus,Notebook,Intel Core i5 7200U,8,1024.0,HDD,Intel,15.6,1920x1080,0,2.37,Windows 10,570.1
Lenovo,Notebook,Intel Core i7 7500U,8,512.0,SSD,AMD,14.0,1920x1080,0,1.5,No OS,608.15
Lenovo,Notebook,Intel Core i7 7820HQ,8,256.0,SSD,Nvidia,15.6,1920x1080,0,2.67,Windows 10,1590.79
Asus,Notebook,Intel Pentium Quad Core N4200,4,500.0,HDD,Intel,15.6,1366x768,0,2.0,Windows 10,231.39
Acer,Notebook,Intel Core i3 6006U,4,500.0,HDD,Nvidia,15.6,1366x768,0,2.2,Windows 10,356.98
Dell,Notebook,Intel Core i5 8250U,8,2048.0,HDD,AMD,15.6,1920x1080,0,2.02,Windows 10,577.71
HP,Gaming,Intel Core i7 7700HQ,12,1024.0,HDD,Nvidia,17.3,1920x1080,0,3.78,Windows 10,1293.18
Lenovo,Ultrabook,Intel Core i7 6600U,12,256.0,SSD,Intel,14.0,2560x1440,0,1.4,Windows 10,1414.2
HP,2 in 1 Convertible,Intel Core i7 8550U,8,512.0,SSD,Intel,13.3,3840x2160,1,1.29,Windows 10,1521.52
HP,Notebook,Intel Core i5 7200U,8,500.0,HDD,AMD,15.6,1920x1080,0,1.9,Windows 10,878.36
Google,Ultrabook,Intel Core i5 7Y57,8,128.0,SSD,Intel,12.3,2400x1600,1,1.1,Chrome OS,970.46
Dell,Ultrabook,Intel Core i5 8250U,8,256.0,SSD,Intel,13.3,1920x1080,1,1.42,Windows 10,1401.91
Asus,Notebook,Intel Core i7 6700HQ,12,128.0,SSD,Intel,15.6,3840x2160,0,2.06,Windows 10,988.72
Dell,Notebook,Intel Core i3 6100U,8,128.0,SSD,Intel,14.0,1366x768,0,1.79,Windows 10,563.25
Dell,Workstation,Intel Core i7 7700HQ,8,256.0,SSD,Nvidia,15.6,1920x1080,0,1.78,Windows 10,1832.83
Lenovo,Notebook,Intel Core i5 7200U,8,180.0,SSD,Intel,14.0,1920x1080,0,1.7,Windows 10,1038.2
Dell,Notebook,Intel Core i5 8250U,8,1024.0,HDD,AMD,15.6,1920x1080,0,2.2,Windows 10,513.77
Toshiba,Notebook,Intel Core i5 7200U,8,256.0,SSD,Intel,13.3,1920x1080,0,1.05,Windows 10,1272.63
Dell,Notebook,Intel Core i7 8550U,8,512.0,SSD,Nvidia,15.6,1920x1080,0,2.16,Windows 10,960.56
Dell,Notebook,Intel Core i3 7100U,4,1024.0,HDD,Intel,15.6,1366x768,0,2.18,Windows 10,446.49
HP,Notebook,Intel Core i5 8250U,4,128.0,SSD,Intel,13.3,1920x1080,0,1.49,Windows 10,552.59
Chuwi,Notebook,Intel Atom x5-Z8350,4,64.0,SSD,Intel,15.6,1920x1080,0,1.89,Windows 10,189.45
Lenovo,Notebook,Intel Core i3 6006U,4,128.0,SSD,Intel,15.6,1366x768,0,2.3,Windows 10,430.05
Lenovo,Notebook,Intel Core i5 8250U,8,256.0,SSD,Intel,14.0,1920x1080,0,1.75,Windows 10,798.44
Dell,Workstation,Intel Core i7 6820HQ,16,512.0,SSD,Nvidia,15.6,1920x1080,0,2.17,Windows 10,1779.55
Dell,Notebook,Intel Core i7 7700HQ,16,512.0,SSD,Nvidia,15.6,1920x1080,0,2.06,Windows 10,1445.41
Lenovo,Ultrabook,Intel Core i7 7500U,16,512.0,SSD,Intel,12.5,1920x1080,0,1.36,Windows 10,1368.53
Asus,Ultrabook,Intel Core i7 7500U,16,512.0,SSD,Intel,12.5,1920x1080,0,0.91,Windows 10,1484.23
Lenovo,Notebook,Intel Core i5 7200U,8,256.0,SSD,Nvidia,15.6,1920x1080,0,2.3,Windows 10,770.27
Toshiba,Ultrabook,Intel Core i7 7500U,32,512.0,SSD,Intel,13.3,1920x1080,1,1.05,Windows 10,2130.44
Asus,Gaming,Intel Core i7 7700HQ,8,128.0,SSD,Nvidia,15.6,1920x1080,0,1.99,Windows 10,1027.54
Acer,Notebook,AMD A10-Series 9620P,8,1024.0,HDD,AMD,15.6,1366x768,0,2.2,Windows 10,440.7
Asus,Gaming,Intel Core i7 6700HQ,24,256.0,SSD,Nvidia,17.3,1920x1080,1,4.33,Windows 10,965.89
Lenovo,Ultrabook,Intel Core i5 6200U,8,180.0,SSD,Intel,12.5,1366x768,0,1.3,Windows 10,836.5
Lenovo,Notebook,Intel Core i7 8550U,8,256.0,SSD,Intel,15.6,1920x1080,0,2.17,Windows 10,684.19
HP,Notebook,Intel Core i7 7600U,8,1024.0,SSD,Intel,14.0,1920x1080,0,1.48,Windows 10,1331.24
Lenovo,Notebook,Intel Core i3 7100U,8,256.0,SSD,Intel,13.3,1920x1080,0,1.4,Windows 10,722.32
Lenovo,Notebook,Intel Core i5 7200U,8,256.0,SSD,Intel,15.6,1920x1080,0,2.3,Windows 10,693.4
Asus,Netbook,Intel Celeron Dual Core N3350,4,64.0,SSD,Intel,11.6,1366x768,0,1.2,Windows 10 S,258.79
HP,Notebook,Intel Core i5 7200U,8,256.0,SSD,AMD,15.6,1366x768,0,1.91,Windows 10,471.14
Lenovo,2 in 1 Convertible,Intel Core i5 8250U,8,256.0,SSD,Intel,13.9,1920x1080,1,1.4,Windows 10,1217.07
Lenovo,Notebook,Intel Celeron Dual Core N3350,4,500.0,HDD,Intel,14.0,1366x768,0,2.1,Windows 10,227.58
Lenovo,Netbook,Intel Celeron Dual Core N3060,4,16.0,SSD,Intel,11.6,1366x768,0,1.25,Chrome OS,201.7
Lenovo,Notebook,Intel Core i5 7200U,8,256.0,SSD,Intel,13.3,1920x1080,0,1.44,Windows 10,722.32
Asus,Notebook,Intel Core i7 7500U,8,256.0,SSD,Intel,15.6,1920x1080,0,2.0,Windows 10,931.64
Acer,Notebook,Intel Core i5 8250U,4,1024.0,HDD,Nvidia,15.6,1920x1080,0,2.2,Windows 10,466.58
HP,Ultrabook,Intel Core i7 7500U,8,512.0,SSD,Intel,13.3,1920x1080,0,1.34,Windows 10,1006.99
Lenovo,Gaming,Intel Core i7 7700HQ,8,256.0,SSD,Nvidia,15.6,1920x1080,0,2.4,No OS,874.55
Dell,Ultrabook,Intel Core i5 7200U,8,128.0,SSD,Intel,13.3,1920x1080,1,1.29,Windows 10,684.27
Acer,Notebook,Intel Core i7 7500U,4,500.0,HDD,Nvidia,15.6,1920x1080,0,2.2,Windows 10,486.37
Dell,Notebook,Intel Core i5 7200U,8,1024.0,HDD,Intel,15.6,1920x1080,0,2.18,Windows 10,636.32
Dell,Notebook,Intel Core i7 8550U,16,256.0,SSD,AMD,15.6,1920x1080,0,2.2,Windows 10,928.02
Xiaomi,Notebook,Intel Core i7 8550U,16,256.0,SSD,Nvidia,15.6,1920x1080,0,1.95,No OS,1065.56
Asus,Netbook,Intel Celeron Dual Core N3350,2,32.0,SSD,Intel,11.6,1366x768,0,1.1,Windows 10,186.48
HP,Notebook,Intel Core i5 8250U,4,1024.0,HDD,Intel,15.6,1366x768,1,2.04,Windows 10,396.91
Asus,Gaming,Intel Core i7 7700HQ,24,512.0,SSD,Nvidia,15.6,1920x1080,0,2.24,Windows 10,2259.07
HP,Notebook,Intel Core i5 7200U,8,256.0,SSD,Nvidia,15.6,1920x1080,0,2.04,Windows 10,676.66
Asus,Gaming,Intel Core i7 7700HQ,16,256.0,SSD,Nvidia,17.3,1920x1080,0,3.0,Windows 10,1144.76
Lenovo,Gaming,Intel Core i7 7700HQ,8,256.0,SSD,Nvidia,15.6,1920x1080,0,3.2,Windows 10,1064.84
HP,Ultrabook,Intel Core i7 7500U,8,256.0,SSD,Intel,13.3,1920x1080,0,1.32,Windows 10,1064.84
Dell,Notebook,Intel Core i5 7300U,8,256.0,SSD,Intel,14.0,1920x1080,0,1.64,Windows 10,974.06
HP,Notebook,Intel Core i3 6006U,4,128.0,SSD,Intel,15.6,1366x768,0,1.63,Windows 10,524.43
Dell,Notebook,Intel Core i5 8250U,8,128.0,SSD,AMD,17.3,1920x1080,0,2.8,Linux,676.66
Lenovo,Notebook,Intel Core i5 6200U,8,256.0,SSD,Intel,14.0,1920x1080,0,2.02,Windows 7,1019.93
Lenovo,Notebook,Intel Core i7 7500U,4,1024.0,HDD,Nvidia,15.6,1920x1080,0,2.2,Windows 10,608.15
Lenovo,Notebook,Intel Core i3 6006U,8,2048.0,HDD,Nvidia,15.6,1366x768,0,2.2,No OS,349.36
Dell,Notebook,Intel Core i5 7200U,4,500.0,HDD,AMD,15.6,1920x1080,0,2.3,Windows 10,445.27
Dell,Notebook,Intel Core i5 7440HQ,8,256.0,SSD,Intel,15.6,1920x1080,0,1.9,Windows 10,1048.09
Dell,Gaming,Intel Core i7 7700HQ,16,128.0,SSD,Nvidia,17.3,1920x1080,0,4.42,Windows 10,2293.15
Toshiba,Notebook,Intel Core i5 7200U,8,500.0,HDD,Intel,15.6,1920x1080,0,2.0,Windows 10,654.58
Asus,Notebook,Intel Core i7 7500U,8,256.0,SSD,Nvidia,15.6,3840x2160,0,2.0,Windows 10,988.72
Mediacom,Notebook,Intel Celeron Quad Core N3450,4,32.0,SSD,Intel,13.3,1920x1080,0,1.2,Windows 10,280.86
Asus,Gaming,Intel Core i5 7300HQ,8,128.0,SSD,Nvidia,15.6,1920x1080,0,2.3,Windows 10,1255.12
Dell,Notebook,Intel Core i7 7600U,8,256.0,SSD,Nvidia,15.6,1920x1080,0,1.93,Windows 10,1042.0
Dell,Notebook,Intel Core i5 8250U,8,256.0,SSD,AMD,15.6,1920x1080,0,2.2,Windows 10,606.94
HP,Notebook,Intel Pentium Quad Core N3710,4,256.0,SSD,Intel,15.6,1920x1080,0,1.86,Windows 10,303.69
HP,Gaming,Intel Core i7 7700HQ,12,1024.0,HDD,Nvidia,17.3,1920x1080,0,2.62,Windows 10,1369.3
Lenovo,Notebook,Intel Core i7 7500U,8,256.0,SSD,Nvidia,14.0,1920x1080,0,1.87,Windows 10,653.82
Dell,Ultrabook,Intel Core i7 8550U,8,256.0,SSD,Intel,13.3,3200x1800,1,1.2,Windows 10,1064.84
Dell,Notebook,Intel Core i3 6006U,4,128.0,SSD,Intel,14.0,1920x1080,0,1.6,Windows 10,560.1
HP,Ultrabook,Intel Core i7 7500U,8,256.0,SSD,Intel,13.3,3200x1800,0,1.34,Windows 10,871.51
Acer,Gaming,Intel Core i5 7300HQ,8,1024.0,HDD,Nvidia,15.6,1920x1080,0,2.4,Linux,607.39
Asus,Notebook,AMD E-Series 7110,4,500.0,HDD,AMD,15.6,1366x768,0,2.0,Windows 10,265.64
HP,Notebook,Intel Core i3 7100U,4,128.0,SSD,Intel,15.6,1920x1080,0,2.1,Windows 10,536.99
Lenovo,Notebook,Intel Core i5 7200U,4,500.0,HDD,Intel,14.0,1920x1080,0,1.87,Windows 10,597.5
Lenovo,Notebook,Intel Core i5 6200U,4,1024.0,HDD,Intel,15.6,1920x1080,0,2.15,No OS,351.91
HP,Notebook,Intel Core i3 6006U,4,500.0,HDD,Intel,15.6,1920x1080,0,1.86,Windows 10,302.17
Lenovo,Notebook,Intel Core i7 7500U,8,512.0,SSD,Intel,15.6,1920x1080,0,1.99,Windows 10,1316.02
Lenovo,Notebook,Intel Core i3 6006U,4,128.0,SSD,Intel,15.6,1920x1080,0,2.2,Windows 10,379.81
Dell,Notebook,Intel Core i5 7200U,8,256.0,SSD,Intel,15.6,1920x1080,0,1.9,Windows 10,850.19
Dell,Gaming,Intel Core i7 7700HQ,16,256.0,SSD,Nvidia,17.3,1920x1080,0,4.42,Windows 10,2054.32
HP,Notebook,Intel Core i3 6006U,8,1024.0,HDD,Intel,17.3,1600x900,0,2.65,Windows 10,414.18
HP,Notebook,Intel Core i7 7500U,8,1024.0,HDD,Nvidia,17.3,1920x1080,0,2.63,Windows 10,974.26
Asus,Notebook,Intel Celeron Dual Core N3350,4,500.0,HDD,Intel,15.6,1366x768,0,2.0,Linux,170.5
Mediacom,Notebook,Intel Atom x5-Z8350,4,32.0,SSD,Intel,13.3,1920x1080,0,1.35,Windows 10,194.09
Lenovo,Notebook,Intel Core i7 7500U,6,128.0,SSD,Nvidia,17.3,1600x900,0,2.8,Windows 10,722.32
HP,Notebook,AMD A10-Series A10-9620P,6,128.0,SSD,AMD,15.6,1920x1080,0,1.91,Windows 10,433.01
Dell,Notebook,Intel Core i3 6006U,4,1024.0,HDD,AMD,15.6,1366x768,0,2.18,Windows 10,470.31
Acer,2 in 1 Convertible,Intel Celeron Dual Core N3350,4,32.0,SSD,Intel,11.6,1920x1080,1,1.25,Windows 10,265.64
Lenovo,Notebook,Intel Core i3 7130U,4,128.0,SSD,Intel,15.6,1920x1080,0,2.05,Windows 10,479.52
HP,Ultrabook,Intel Core M 6Y75,16,512.0,SSD,Intel,13.3,3200x1800,1,1.16,Windows 10,1495.65
Lenovo,Notebook,Intel Core i7 7700HQ,8,256.0,SSD,Nvidia,17.3,1920x1080,0,3.4,Windows 10,2282.67
Asus,Notebook,Intel Core i5 7300HQ,8,128.0,SSD,Nvidia,15.6,1920x1080,0,2.5,Windows 10,638.6
Dell,Ultrabook,Intel Core i5 8250U,8,128.0,SSD,Intel,13.3,3840x2160,1,1.21,Windows 10,1217.07
Dell,Notebook,Intel Core i5 7300U,4,500.0,HDD,Intel,15.6,1366x768,0,1.93,Windows 10,729.94
Fujitsu,Notebook,Intel Core i5 7200U,8,1024.0,HDD,Intel,15.6,1366x768,0,2.2,Windows 10,562.48
Lenovo,Notebook,Intel Pentium Quad Core N4200,4,500.0,HDD,Intel,15.6,1920x1080,0,2.2,Windows 10,261.83
Lenovo,Notebook,Intel Core i5 7200U,4,500.0,HDD,Intel,14.0,1366x768,0,2.02,Windows 10,753.53
HP,Workstation,Intel Core i5 7440HQ,8,500.0,HDD,Nvidia,17.3,1600x900,0,3.14,Windows 10,1416.48
HP,Notebook,Intel Pentium Quad Core N3710,8,2048.0,HDD,Intel,14.0,1366x768,0,1.94,Windows 10,296.08
HP,Notebook,AMD A9-Series A9-9420,6,256.0,SSD,AMD,15.6,1920x1080,0,1.95,Windows 10,493.98
Lenovo,Notebook,Intel Core i5 7200U,8,256.0,SSD,Intel,15.6,1920x1080,0,2.3,Windows 10,631.75
Lenovo,Notebook,Intel Core i5 8250U,4,500.0,HDD,Intel,15.6,1920x1080,0,2.05,Windows 10,521.38
Mediacom,Notebook,Intel Atom x5-Z8350,4,32.0,SSD,Intel,14.0,1920x1080,0,1.4,Windows 10,189.52
Toshiba,Ultrabook,Intel Core i7 7500U,16,512.0,SSD,Intel,14.0,1920x1080,1,1.24,Windows 10,1419.53
Lenovo,Gaming,Intel Core i7 6820HK,32,256.0,SSD,Nvidia,17.3,1920x1080,0,4.6,Windows 10,2026.92
MSI,Gaming,Intel Core i7 7820HK,16,512.0,SSD,Nvidia,17.3,1920x1080,0,4.14,Windows 10,2077.16
Dell,Notebook,Intel Core i7 7500U,8,256.0,SSD,AMD,15.6,1920x1080,0,2.2,Linux,570.1
Mediacom,Notebook,Intel Celeron Quad Core N3450,4,32.0,SSD,Intel,14.0,1920x1080,0,1.45,Windows 10,296.08
Dell,Notebook,Intel Core i5 7300U,8,500.0,HDD,Intel,15.6,1366x768,0,1.9,Windows 10,767.63
HP,Notebook,Intel Core i3 7100U,4,128.0,SSD,Intel,13.3,1920x1080,0,1.49,Windows 10,547.26
Dell,Notebook,Intel Core i7 7600U,16,256.0,SSD,Nvidia,15.6,1920x1080,0,1.93,Windows 10,1170.17
Dell,Netbook,Intel Celeron Dual Core N3060,4,16.0,SSD,Intel,11.6,1366x768,0,1.26,Chrome OS,224.54
MSI,Gaming,Intel Core i7 6820HK,16,128.0,SSD,Nvidia,17.3,1920x1080,0,4.5,Windows 10,1787.92
HP,Gaming,Intel Core i7 7700HQ,16,256.0,SSD,Nvidia,17.3,1920x1080,0,3.78,Windows 10,1140.19
Lenovo,Ultrabook,Intel Core i7 6600U,12,256.0,SSD,Intel,14.0,1920x1080,0,1.4,Windows 10,1273.39
Lenovo,Notebook,Intel Core i7 8550U,12,1024.0,HDD,Intel,15.6,1366x768,1,2.2,Windows 10,463.54
Asus,Gaming,Intel Core i5 7300HQ,8,128.0,SSD,Nvidia,17.3,1920x1080,0,2.73,Windows 10,1347.22
Asus,2 in 1 Convertible,Intel Core i5 7200U,8,1024.0,HDD,Intel,15.6,1366x768,1,2.2,Windows 10,562.48
Lenovo,Notebook,AMD A12-Series 9720P,12,512.0,SSD,AMD,15.6,1920x1080,0,2.2,Windows 10,722.32
Dell,2 in 1 Convertible,Intel Core M 7Y30,4,128.0,SSD,Intel,11.6,1366x768,1,1.39,Windows 10,458.97
Samsung,Notebook,Intel Core i7 7700HQ,16,128.0,SSD,Nvidia,15.6,1920x1080,0,2.5,Windows 10,1293.18
Lenovo,Notebook,Intel Core i3 6006U,4,500.0,HDD,Intel,17.3,1920x1080,0,2.8,No OS,402.64
Lenovo,Notebook,Intel Core i3 6100U,8,1024.0,HDD,Intel,15.6,1366x768,0,2.29,Windows 10,349.36
Lenovo,2 in 1 Convertible,Intel Core i7 7500U,8,512.0,SSD,Intel,13.3,1920x1080,1,1.37,Windows 10,1541.31
Lenovo,Notebook,Intel Core i5 7300HQ,8,256.0,SSD,Intel,14.0,1920x1080,0,1.7,Windows 10,1121.92
Dell,2 in 1 Convertible,Intel Core i5 7200U,8,256.0,SSD,Intel,12.5,1920x1080,1,1.34,Windows 10,1271.11
Dell,Workstation,Intel Core i7 7700HQ,8,256.0,SSD,Nvidia,15.6,1920x1080,1,2.06,Windows 10,1341.89
HP,Notebook,Intel Core i7 7500U,8,256.0,SSD,Intel,15.6,1920x1080,0,1.84,Windows 10,927.83
HP,Notebook,Intel Core i3 7100U,4,500.0,HDD,Intel,15.6,1366x768,0,2.1,Windows 10,508.81
Acer,Notebook,Intel Celeron Quad Core N3450,4,32.0,SSD,Intel,14.0,1920x1080,0,1.6,Windows 10,250.42
MSI,Gaming,Intel Core i7 6820HK,16,128.0,SSD,Nvidia,17.3,1920x1080,0,4.14,Windows 10,1673.75
Dell,Notebook,Intel Core i3 6006U,4,1024.0,HDD,AMD,15.6,1366x768,0,2.18,Linux,353.93
MSI,Gaming,Intel Core i7 7700HQ,16,256.0,SSD,Nvidia,15.6,3840x2160,0,1.8,Windows 10,1749.87
Toshiba,Notebook,Intel Core i7 6500U,8,256.0,SSD,Intel,15.6,1920x1080,0,2.2,Windows 10,1064.84
Lenovo,Notebook,Intel Core i5 7200U,6,1024.0,HDD,Intel,15.6,1920x1080,0,2.4,Windows 10,429.28
Lenovo,2 in 1 Convertible,Intel Core i7 7700HQ,8,256.0,SSD,Intel,15.6,1920x1080,1,2.0,Windows 10,988.72
Acer,Notebook,Intel Pentium Quad Core N3710,4,128.0,SSD,Intel,14.0,1366x768,0,1.6,Windows 10,265.64
Lenovo,Notebook,Intel Xeon E3-1535M v6,32,1024.0,SSD,Nvidia,15.6,3840x2160,0,2.5,Windows 10,3728.84
Dell,Gaming,Intel Core i7 6700HQ,16,1024.0,HDD,Nvidia,15.6,1920x1080,0,2.59,Windows 10,669.05
Dell,Notebook,Intel Core i3 6006U,4,1024.0,HDD,Intel,15.6,1366x768,0,2.18,Linux,337.87
Dell,Notebook,Intel Core i3 6006U,4,1024.0,HDD,Intel,15.6,1366x768,0,2.25,Linux,273.25
Dell,Notebook,Intel Core i5 7300U,4,500.0,HDD,Intel,15.6,1366x768,0,1.93,Linux,661.43
Asus,Gaming,Intel Core i7 7700HQ,8,128.0,SSD,Nvidia,17.3,1920x1080,0,3.0,Windows 10,889.01
Dell,Notebook,Intel Core i5 7200U,4,128.0,SSD,AMD,15.6,1920x1080,0,2.18,Linux,433.09
HP,Ultrabook,Intel Core i7 7500U,8,512.0,SSD,Intel,15.6,1920x1080,0,1.84,Windows 10,1057.23
MSI,Gaming,Intel Core i7 7700HQ,16,256.0,SSD,Nvidia,15.6,1920x1080,0,2.94,Windows 10,1726.17
Acer,2 in 1 Convertible,Intel Celeron Quad Core N3160,4,32.0,SSD,Intel,11.6,1366x768,1,1.25,Chrome OS,288.47
HP,Notebook,Intel Core i5 7300U,8,256.0,SSD,Intel,14.0,1366x768,0,2.31,Windows 10,855.52
Lenovo,Notebook,Intel Core i5 6200U,8,256.0,SSD,Intel,14.0,1920x1080,0,1.65,Windows 7,1115.07
Dell,Notebook,Intel Core i5 8250U,4,1024.0,HDD,AMD,15.6,1920x1080,0,2.2,Windows 10,590.65
Fujitsu,Notebook,Intel Core i5 7200U,8,256.0,SSD,Intel,15.6,1366x768,0,2.2,Windows 10,608.15
HP,Notebook,Intel Core i5 6200U,4,500.0,HDD,Intel,15.6,1366x768,0,1.88,Windows 7,709.39
Lenovo,Notebook,Intel Core i7 7500U,8,1024.0,HDD,Nvidia,15.6,1920x1080,0,2.2,Windows 10,684.27
Mediacom,Notebook,Intel Atom x5-Z8350,2,32.0,SSD,Intel,14.0,1920x1080,0,1.4,Windows 10,181.91
Lenovo,Notebook,Intel Core i5 7200U,4,128.0,SSD,Intel,15.6,1920x1080,0,2.2,No OS,356.21
Asus,2 in 1 Convertible,Intel Core i5 7200U,6,1024.0,HDD,Intel,13.3,1920x1080,1,1.5,Windows 10,486.38
Dell,Notebook,Intel Core i7 7700HQ,8,256.0,SSD,Nvidia,15.6,1920x1080,0,2.0,Windows 10,1385.28
Asus,Ultrabook,Intel Core i7 7500U,16,512.0,SSD,Intel,14.0,1920x1080,0,1.1,Windows 10,1446.17
Dell,Gaming,Intel Core i7 7700HQ,16,256.0,SSD,Nvidia,15.6,1920x1080,0,2.62,Windows 10,1125.73
Lenovo,Notebook,Intel Core i5 8250U,4,256.0,SSD,Intel,15.6,1920x1080,0,1.8,Windows 10,630.99
Lenovo,Notebook,Intel Core i3 6006U,4,1024.0,HDD,Nvidia,15.6,1920x1080,0,2.2,Windows 10,440.7
Asus,Notebook,Intel Celeron Dual Core N3350,8,1024.0,HDD,Intel,15.6,1366x768,0,2.0,Windows 10,303.7
Asus,Notebook,Intel Core i5 7300HQ,8,1024.0,HDD,Nvidia,15.6,1920x1080,0,1.99,Windows 10,690.07
Dell,Ultrabook,Intel Core i5 8250U,8,256.0,SSD,Intel,13.3,3200x1800,1,1.23,Windows 10,1422.58
Lenovo,Notebook,Intel Celeron Dual Core N3060,2,32.0,SSD,Intel,14.0,1366x768,0,1.42,Windows 10,189.52
Lenovo,2 in 1 Convertible,Intel Core i7 7500U,8,256.0,SSD,Intel,13.3,1920x1080,1,1.37,Windows 10,1337.65
Dell,Notebook,Intel Core i7 7700HQ,16,1024.0,SSD,Nvidia,15.6,3840x2160,1,2.06,Windows 10,1825.98
Lenovo,Gaming,Intel Core i7 7700HQ,8,128.0,SSD,Nvidia,15.6,1920x1080,0,2.5,Windows 10,844.11
HP,Notebook,AMD A9-Series 9420,8,1024.0,HDD,AMD,17.0,1600x900,0,2.6,Windows 10,396.48
Lenovo,Ultrabook,Intel Core i7 7500U,16,512.0,SSD,Intel,14.0,1920x1080,0,1.14,Windows 10,1864.8
Asus,Gaming,Intel Core i7 7700HQ,8,1024.0,HDD,Nvidia,15.6,1920x1080,0,2.5,No OS,889.78
Acer,Notebook,Intel Core i3 6006U,4,500.0,HDD,Intel,15.6,1366x768,0,2.4,Windows 10,342.51
Lenovo,Notebook,Intel Celeron Dual Core N3060,4,32.0,SSD,Intel,14.0,1366x768,0,1.43,Windows 10,208.55
Acer,Ultrabook,Intel Core i5 7200U,8,256.0,SSD,Intel,14.0,1920x1080,0,1.8,Windows 10,699.49
Razer,Gaming,Intel Core i7 7700HQ,16,256.0,SSD,Nvidia,14.0,1920x1080,0,1.95,Windows 10,1978.21
Toshiba,Notebook,Intel Core i5 6200U,8,256.0,SSD,Intel,13.3,1920x1080,0,1.2,Windows 10,923.27
Lenovo,Ultrabook,Intel Core i7 7500U,8,256.0,SSD,Intel,12.5,1920x1080,0,1.36,Windows 10,1205.65
Asus,Gaming,Intel Core i7 6820HK,32,512.0,SSD,Nvidia,17.3,1920x1080,0,3.8,Windows 10,2130.44
Acer,Gaming,Intel Core i5 7300HQ,8,1024.0,HDD,Nvidia,15.6,1920x1080,0,2.4,Linux,539.65
Dell,Ultrabook,Intel Core i5 8250U,8,256.0,SSD,Intel,13.3,1920x1080,0,1.2,Windows 10,1103.58
MSI,Gaming,Intel Core i7 7700HQ,8,128.0,SSD,Nvidia,15.6,1920x1080,0,2.2,Windows 10,907.13
HP,Notebook,Intel Core i3 6006U,4,500.0,HDD,Intel,15.6,1366x768,0,1.86,No OS,277.74
Toshiba,Notebook,Intel Core i5 7200U,8,500.0,HDD,Intel,15.6,1920x1080,0,2.0,Windows 10,809.86
Dell,Notebook,Intel Core i7 8550U,8,256.0,SSD,AMD,15.6,1920x1080,0,2.2,Windows 10,699.49
